Accession ID,Collection date,Submission date,Location
EPI_ISL_15257802,08/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257801,08/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257800,08/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257799,08/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15117212,02/08/2022,26/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_15117211,01/08/2022,26/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_15117210,05/08/2022,26/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_15117209,04/08/2022,26/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_15117208,01/08/2022,26/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_15117207,09/08/2022,26/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_15117206,09/08/2022,26/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_15257869,16/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Araguari
EPI_ISL_15257860,09/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_15257859,09/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Araguari
EPI_ISL_15257858,10/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Pecanha
EPI_ISL_15257857,10/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Aimores
EPI_ISL_15257852,09/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15257851,07/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Cabo Verde
EPI_ISL_15257850,08/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Pimenta
EPI_ISL_15257849,08/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Pimenta
EPI_ISL_15257828,05/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_15257827,02/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257826,02/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257825,26/07/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257820,29/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257819,29/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257818,26/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257817,26/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257816,18/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257815,17/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257814,17/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257813,17/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257812,17/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257811,12/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257810,12/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257805,09/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257804,09/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257803,08/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257798,08/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257797,05/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257796,05/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15257795,04/08/2022,05/10/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15117213,02/08/2022,26/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_15116535,26/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116534,26/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116533,25/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paraopeba
EPI_ISL_15116532,25/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116531,25/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santo Hipolito
EPI_ISL_15116530,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116529,25/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116525,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116524,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116523,23/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116519,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116518,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116517,23/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Corinto
EPI_ISL_15116516,23/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Corinto
EPI_ISL_15116509,22/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116508,21/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Arcos
EPI_ISL_15116503,19/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116502,19/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116501,19/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Caetanopolis
EPI_ISL_15116497,19/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_15116496,17/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Lagoa Da Prata
EPI_ISL_15116495,18/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116491,17/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116490,17/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116489,17/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116485,17/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Itauna
EPI_ISL_15116484,16/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116483,14/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116482,15/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116481,15/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116480,15/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116544,27/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116543,27/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116542,27/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116541,27/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116540,27/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116539,27/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116538,27/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116537,26/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116536,26/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116528,23/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116527,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116526,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116522,23/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116521,25/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Caetanopolis
EPI_ISL_15116520,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Caetanopolis
EPI_ISL_15116515,24/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_15116514,18/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Itauna
EPI_ISL_15116513,22/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116512,22/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116511,22/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116510,22/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116507,21/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Lagoa Da Prata
EPI_ISL_15116506,21/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116505,21/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116504,19/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_15116500,19/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Caetanopolis
EPI_ISL_15116499,20/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Caetanopolis
EPI_ISL_15116498,19/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santo Hipolito
EPI_ISL_15116494,16/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santo Hipolito
EPI_ISL_15116493,17/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santo Hipolito
EPI_ISL_15116492,17/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116488,17/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116487,16/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116486,16/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116463,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116462,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116479,15/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116478,13/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116477,13/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116476,11/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116475,11/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Araguari
EPI_ISL_15116474,12/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116473,13/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Lagoa Da Prata
EPI_ISL_15116472,11/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116471,11/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116470,10/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116469,11/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116468,11/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116467,10/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Araguari
EPI_ISL_15116466,10/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116465,10/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116464,10/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116461,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Monte Santo De Minas
EPI_ISL_15116460,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Vitoria
EPI_ISL_15116459,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116458,04/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santo Hipolito
EPI_ISL_15116453,08/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116452,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Caetanopolis
EPI_ISL_15116451,05/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Caetanopolis
EPI_ISL_15116447,03/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_15116446,02/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Sao Bras Do Suacui
EPI_ISL_15116457,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Passos
EPI_ISL_15116456,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Passos
EPI_ISL_15116455,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Passos
EPI_ISL_15116454,09/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Passos
EPI_ISL_15116450,04/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Martinho Campos
EPI_ISL_15116449,02/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Lagoa Da Prata
EPI_ISL_15116448,04/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Santana Dos Montes
EPI_ISL_15116445,02/05/2022,26/09/2022,South America / Brazil / Minas Gerais / Sao Bras Do Suacui
EPI_ISL_15116444,25/04/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita De Ibitipoca
EPI_ISL_15116443,27/04/2022,26/09/2022,South America / Brazil / Minas Gerais / Lagoa Da Prata
EPI_ISL_15116442,22/04/2022,26/09/2022,South America / Brazil / Minas Gerais / Corinto
EPI_ISL_15257863,15/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Pecanha
EPI_ISL_15257862,15/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Felixlandia
EPI_ISL_15257861,10/03/2022,05/10/2022,South America / Brazil / Minas Gerais / Ataleia
EPI_ISL_15116436,15/03/2022,26/09/2022,South America / Brazil / Minas Gerais / Santo Hipolito
EPI_ISL_15116439,15/03/2022,26/09/2022,South America / Brazil / Minas Gerais / Pimenta
EPI_ISL_15116438,15/03/2022,26/09/2022,South America / Brazil / Minas Gerais / Pimenta
EPI_ISL_15116437,15/03/2022,26/09/2022,South America / Brazil / Minas Gerais / Curvelo
EPI_ISL_15116441,21/03/2022,26/09/2022,South America / Brazil / Minas Gerais / Paineiras
EPI_ISL_15116440,17/03/2022,26/09/2022,South America / Brazil / Minas Gerais / Santa Rita Do Itueto
EPI_ISL_15116435,15/03/2022,26/09/2022,South America / Brazil / Minas Gerais / Santo Hipolito
EPI_ISL_15116429,01/08/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116428,01/08/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116427,01/08/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116426,01/08/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116425,01/08/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116432,03/08/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116431,03/08/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116430,03/08/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116434,14/03/2022,26/09/2022,South America / Brazil / Minas Gerais / Cabo Verde
EPI_ISL_15116433,29/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116418,26/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116421,28/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116420,27/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116419,26/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116413,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116412,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116411,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116410,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116409,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116408,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116407,22/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116424,29/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116423,28/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116422,28/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116415,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116414,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116406,22/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116405,22/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116404,22/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116403,21/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116402,21/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116417,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116401,20/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116400,20/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116399,20/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116416,25/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116398,20/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116397,19/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116396,19/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15116395,19/07/2022,26/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094384,16/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094385,16/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094380,16/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094379,18/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094378,18/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094377,16/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094374,14/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094373,17/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094372,17/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094367,22/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094366,22/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094362,15/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094361,15/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094357,16/05/2022,20/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
